"","detectorid","highwayid","enabledflag","locationtext","detectortype","detectorclass","detectortitle","detectorstatus","lanenumber","stationid","rampid","controllerid","end_date","start_date","milepost","agency_lane","atms_id"
"410",100838,2,1,"Victory (2R035) to SB I-5",8,1,"100838/3",1,1,1147,1147,1147,NA,2015-06-02 15:10:00,306.6,3,1970
"411",100836,2,1,"Victory (2R035) to SB I-5",8,1,"100836/1",1,3,1147,1147,1147,NA,2015-06-02 15:10:00,306.6,1,1973
"412",100672,11,1,"Zoo (2R387) to EB US 26",8,1,"100672/1",0,3,1148,1148,1148,NA,2014-09-29 00:00:00,72.21,1,1984
"413",100673,11,1,"Zoo (2R387) to EB US 26",8,1,"100673/2",0,2,1148,1148,1148,NA,2014-09-29 00:00:00,72.21,2,1983
"414",100674,11,1,"Zoo (2R387) to EB US 26",8,1,"100674/3",0,1,1148,1148,1148,NA,2014-09-29 00:00:00,72.21,3,1982
"415",101071,4,1,"Park Place (2DS078) @ SB I-205 MP10.2 ",8,1,"101071/1",20,3,3001,3001,3001,NA,2014-09-01 00:00:00,11.05,1,3003
"416",101072,4,1,"Park Place (2DS078) @ SB I-205 MP10.2 ",8,1,"101072/2",20,2,3001,3001,3001,NA,2014-09-01 00:00:00,11.05,2,3002
"417",101073,4,1,"Park Place (2DS078) @ SB I-205 MP10.2 ",8,1,"101073/3",20,1,3001,3001,3001,NA,2014-09-01 00:00:00,11.05,3,3001
"418",101068,3,1,"Park Place (2DS078) @ NB I-205 MP10.2 ",8,1,"101068/1",20,3,3002,3002,3002,NA,2014-09-01 00:00:00,11.05,1,3006
"419",101069,3,1,"Park Place (2DS078) @ NB I-205 MP10.2 ",8,1,"101069/2",20,2,3002,3002,3002,NA,2014-09-01 00:00:00,11.05,2,3005
"420",101070,3,1,"Park Place (2DS078) @ NB I-205 MP10.2 ",8,1,"101070/3",20,1,3002,3002,3002,NA,2014-09-01 00:00:00,11.05,3,3004
"421",100280,1,1,"I-5 NB @ Madison",8,1,"100280/1",0,3,3032,3032,3032,NA,2014-05-01 00:00:00,300.8,1,3020
"422",100281,1,1,"I-5 NB @ Madison",8,1,"100281/2",0,2,3032,3032,3032,NA,2014-05-01 00:00:00,300.8,2,3019
"423",100282,1,1,"I-5 NB @ Madison",8,1,"100282/3",0,1,3032,3032,3032,NA,2014-05-01 00:00:00,300.8,3,3018
"424",101043,3,1,"Prosperity Park (2DS001) @ NB I-205 MP1.96",8,1,"101043/1",20,3,3100,3100,3100,NA,2014-09-01 00:00:00,1.96,1,3290
"425",101044,3,1,"Prosperity Park (2DS001) @ NB I-205 MP1.96",8,1,"101044/2",20,2,3100,3100,3100,NA,2014-09-01 00:00:00,1.96,2,3289
"426",101045,3,1,"Prosperity Park (2DS001) @ NB I-205 MP1.96",8,1,"101045/3",20,1,3100,3100,3100,NA,2014-09-01 00:00:00,1.96,3,3288
"427",101054,4,1,"Prosperity Park (2DS001) @ SB I-205 MP1.96",8,1,"101054/1",20,3,3101,3101,3101,NA,2014-09-01 00:00:00,1.96,1,3293
"428",101055,4,1,"Prosperity Park (2DS001) @ SB I-205 MP1.96",8,1,"101055/2",20,2,3101,3101,3101,NA,2014-09-01 00:00:00,1.96,2,3292
"429",101056,4,1,"Prosperity Park (2DS001) @ SB I-205 MP1.96",8,1,"101056/3",20,1,3101,3101,3101,NA,2014-09-01 00:00:00,1.96,3,3291
"430",101046,3,1,"Blankenship (2DS002) @ NB I-205 MP5.39",8,1,"101046/1",20,2,3102,3102,3102,NA,2014-09-01 00:00:00,5.39,1,3295
"431",101047,3,1,"Blankenship (2DS002) @ NB I-205 MP5.39",8,1,"101047/2",20,1,3102,3102,3102,NA,2014-09-01 00:00:00,5.39,2,3294
"432",101048,3,1,"Viewpoint (2DS003) @ NB I-205 MP7.6",8,1,"101048/1",20,2,3103,3103,3103,NA,2014-09-01 00:00:00,7.6,1,3297
"433",101049,3,1,"Viewpoint (2DS003) @ NB I-205 MP7.6",8,1,"101049/2",20,1,3103,3103,3103,NA,2014-09-01 00:00:00,7.6,2,3296
"434",101059,4,1,"Viewpoint (2DS003) @ SB I-205 MP7.6",8,1,"101059/1",20,2,3104,3104,3104,NA,2014-09-01 00:00:00,7.6,1,3299
"435",101060,4,1,"Viewpoint (2DS003) @ SB I-205 MP7.6",8,1,"101060/2",20,1,3104,3104,3104,NA,2014-09-01 00:00:00,7.6,2,3298
"436",101149,4,1,"Halsey (2DS004) @ SB I-205 MP21.68",8,1,"101149/4",1,1,3105,3105,3105,NA,2014-12-02 15:52:20,21.68,4,3300
"437",101148,4,1,"Halsey (2DS004) @ SB I-205 MP21.68",8,1,"101148/3",1,2,3105,3105,3105,NA,2014-12-02 15:52:20,21.68,3,3301
"438",101147,4,1,"Halsey (2DS004) @ SB I-205 MP21.68",8,1,"101147/2",1,3,3105,3105,3105,NA,2014-12-02 15:52:20,21.68,2,3302
"439",101146,4,1,"Halsey (2DS004) @ SB I-205 MP21.68",8,1,"101146/1",1,4,3105,3105,3105,NA,2014-12-02 15:52:20,21.68,1,3303
"440",101053,3,1,"Prescott (2DS005) @ NB I-205 MP23.27",8,1,"101053/4",1,1,3106,3106,3106,NA,2014-12-04 15:15:00,23.27,4,3304
"441",101052,3,1,"Prescott (2DS005) @ NB I-205 MP23.27",8,1,"101052/3",1,2,3106,3106,3106,NA,2014-12-04 15:15:00,23.27,3,3305
"442",101051,3,1,"Prescott (2DS005) @ NB I-205 MP23.27",8,1,"101051/2",1,3,3106,3106,3106,NA,2014-12-04 15:15:00,23.27,2,3306
"443",101064,4,1,"Prescott (2DS005) @ SB I-205 MP23.27",8,1,"101064/4",1,1,3107,3107,3107,NA,2014-12-04 15:15:00,23.27,4,3308
"444",101063,4,1,"Prescott (2DS005) @ SB I-205 MP23.27",8,1,"101063/3",1,2,3107,3107,3107,NA,2014-12-04 15:15:00,23.27,3,3309
"445",101062,4,1,"Prescott (2DS005) @ SB I-205 MP23.27",8,1,"101062/2",1,3,3107,3107,3107,NA,2014-12-04 15:15:00,23.27,2,3310
"446",101061,4,1,"Prescott (2DS005) @ SB I-205 MP23.27",8,1,"101061/1",1,4,3107,3107,3107,NA,2014-12-04 15:15:00,23.27,1,3307
"447",100532,5,1,"I-405 NB @ Broadway",8,1,"100532/1",0,3,3108,3108,3108,NA,2014-05-01 00:00:00,1.15,1,3203
"448",100533,5,1,"I-405 NB @ Broadway",8,1,"100533/2",0,2,3108,3108,3108,NA,2014-05-01 00:00:00,1.15,2,3202
"449",100534,5,1,"I-405 NB @ Broadway",8,1,"100534/3",0,1,3108,3108,3108,NA,2014-05-01 00:00:00,1.15,3,3201
"450",100546,5,1,"I-405 NB @ Jefferson",8,1,"100546/1",0,2,3109,3109,3109,NA,2014-05-01 00:00:00,1.77,1,3312
"451",100547,5,1,"I-405 NB @ Jefferson",8,1,"100547/2",0,1,3109,3109,3109,NA,2014-05-01 00:00:00,1.77,2,3311
"452",100544,6,1,"I-405 SB @ Jefferson",8,1,"100544/1",0,2,3110,3110,3110,NA,2014-05-01 00:00:00,1.77,1,3315
"453",100545,6,1,"I-405 SB @ Jefferson",8,1,"100545/2",0,1,3110,3110,3110,NA,2014-05-01 00:00:00,1.77,2,3314
"454",100527,5,1,"I-405 NB @ Alder",8,1,"100527/1",0,2,3111,3111,3111,NA,2014-05-01 00:00:00,2.12,1,3317
"455",100528,5,1,"I-405 NB @ Alder",8,1,"100528/2",0,1,3111,3111,3111,NA,2014-05-01 00:00:00,2.12,2,3316
"456",100555,2,1,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",8,1,"100555/1",0,3,3113,3113,3113,NA,2014-09-19 00:00:00,285.28,1,3273
"457",100556,2,1,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",8,1,"100556/2",0,2,3113,3113,3113,NA,2014-09-19 00:00:00,285.28,2,3272
"458",100557,2,1,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",8,1,"100557/3",0,1,3113,3113,3113,NA,2014-09-19 00:00:00,285.28,3,3271
"459",101067,2,1,"OR 99W (2DS053) @ SB I-5 MP294.05",8,1,"101067/3",0,1,3115,3115,3115,NA,2014-10-23 00:00:00,294.05,3,3278
"460",101066,2,1,"OR 99W (2DS053) @ SB I-5 MP294.05",8,1,"101066/2",0,2,3115,3115,3115,NA,2014-10-23 00:00:00,294.05,2,3279
"461",101065,2,1,"OR 99W (2DS053) @ SB I-5 MP294.05",8,1,"101065/1",0,3,3115,3115,3115,NA,2014-10-23 00:00:00,294.05,1,3280
"462",100686,2,1,"Terwilliger (2DS054) @ SB I-5 MP297.3",8,1,"100686/3",0,1,3116,3116,3116,NA,2014-10-23 00:00:00,297.3,3,3030
"463",100685,2,1,"Terwilliger (2DS054) @ SB I-5 MP297.3",8,1,"100685/2",0,2,3116,3116,3116,NA,2014-10-23 00:00:00,297.3,2,3031
"464",100684,2,1,"Terwilliger (2DS054) @ SB I-5 MP297.3",8,1,"100684/1",0,3,3116,3116,3116,NA,2014-10-23 00:00:00,297.3,1,3032
"465",100703,1,1,"Miles (2DS055) @ NB I-5 MP297.6",8,1,"100703/3",0,1,3117,3117,3117,NA,2014-10-23 00:00:00,297.6,3,3036
"466",100702,1,1,"Miles (2DS055) @ NB I-5 MP297.6",8,1,"100702/2",0,2,3117,3117,3117,NA,2014-10-23 00:00:00,297.6,2,3037
"467",100701,1,1,"Miles (2DS055) @ NB I-5 MP297.6",8,1,"100701/1",0,3,3117,3117,3117,NA,2014-10-23 00:00:00,297.6,1,3038
"468",100689,2,1,"Miles (2DS055) @ SB I-5 MP297.6",8,1,"100689/3",0,1,3118,3118,3118,NA,2014-10-23 00:00:00,297.6,3,3039
"469",100688,2,1,"Miles (2DS055) @ SB I-5 MP297.6",8,1,"100688/2",0,2,3118,3118,3118,NA,2014-10-23 00:00:00,297.6,2,3040
"470",100687,2,1,"Miles (2DS055) @ SB I-5 MP297.6",8,1,"100687/1",0,3,3118,3118,3118,NA,2014-10-23 00:00:00,297.6,1,3041
"471",100530,2,1,"I-5 SB N. of Morrison Bridge",8,1,"100530/2",0,2,3120,3120,3120,NA,2014-05-01 00:00:00,301.13,2,3043
"472",100531,2,1,"I-5 SB N. of Morrison Bridge",8,1,"100531/3",0,1,3120,3120,3120,NA,2014-05-01 00:00:00,301.13,3,3042
"473",100529,2,1,"I-5 SB N. of Morrison Bridge",8,1,"100529/1",0,3,3120,3120,3120,NA,2014-05-01 00:00:00,301.13,1,3397
"474",100392,2,1,"I-5 SB @ Broadway",8,1,"100392/2",0,1,3121,3121,3121,NA,2014-05-01 00:00:00,302.51,2,3283
"475",100391,2,1,"I-5 SB @ Broadway",8,1,"100391/1",0,2,3121,3121,3121,NA,2014-05-01 00:00:00,302.51,1,3284
"476",101022,6,1,"SB I-5 (2DS009) @ SB I-405 MP4.09",8,1,"101022/1",1,2,3122,3122,3122,NA,2015-06-02 15:10:00,4.09,1,3048
"477",101023,6,1,"SB I-5 (2DS009) @ SB I-405 MP4.09",8,1,"101023/2",1,1,3122,3122,3122,NA,2015-06-02 15:10:00,4.09,2,3047
"478",101030,1,1,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",8,1,"101030/3",1,1,3123,3123,3123,NA,2015-06-02 15:10:00,305.6,3,3055
"479",101029,1,1,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",8,1,"101029/2",1,2,3123,3123,3123,NA,2015-06-02 15:10:00,305.6,2,3056
"480",101028,1,1,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",8,1,"101028/1",1,3,3123,3123,3123,NA,2015-06-02 15:10:00,305.6,1,3057
"481",101091,7,1,"W. Grand (2DS013) @ EB I-84 MP0.45",8,1,"101091/3",1,1,3125,3125,3125,NA,2014-11-18 09:59:40,0.45,3,3205
"482",101090,7,1,"W. Grand (2DS013) @ EB I-84 MP0.45",8,1,"101090/2",1,2,3125,3125,3125,NA,2014-11-18 09:59:40,0.45,2,3206
"483",101089,7,1,"W. Grand (2DS013) @ EB I-84 MP0.45",8,1,"101089/1",1,3,3125,3125,3125,NA,2014-11-18 09:59:40,0.45,1,3207
"484",101139,8,1,"W. Grand (2DS013) @ WB I-84 MP0.45",8,1,"101139/3",1,1,3126,3126,3126,NA,2014-11-18 09:59:40,0.45,3,3208
"485",101138,8,1,"W. Grand (2DS013) @ WB I-84 MP0.45",8,1,"101138/2",1,2,3126,3126,3126,NA,2014-11-18 09:59:40,0.45,2,3209
"486",101137,8,1,"W. Grand (2DS013) @ WB I-84 MP0.45",8,1,"101137/1",1,3,3126,3126,3126,NA,2014-11-18 09:59:40,0.45,1,3210
"487",101094,7,1,"Holiday ramp (2DS014) @ EB I-84 MP1.21",8,1,"101094/3",1,1,3127,3127,3127,NA,2014-11-18 13:04:40,1.21,3,3351
"488",101093,7,1,"Holiday ramp (2DS014) @ EB I-84 MP1.21",8,1,"101093/2",1,2,3127,3127,3127,NA,2014-11-18 13:04:40,1.21,2,3352
"489",101092,7,1,"Holiday ramp (2DS014) @ EB I-84 MP1.21",8,1,"101092/1",1,3,3127,3127,3127,NA,2014-11-18 13:04:40,1.21,1,3353
"490",101142,8,1,"Holiday ramp (2DS014) @ WB I-84 MP1.21",8,1,"101142/3",1,1,3128,3128,3128,NA,2014-11-18 13:14:00,1.21,3,3354
"491",101141,8,1,"Holiday ramp (2DS014) @ WB I-84 MP1.21",8,1,"101141/2",1,2,3128,3128,3128,NA,2014-11-18 13:14:00,1.21,2,3355
"492",101140,8,1,"Holiday ramp (2DS014) @ WB I-84 MP1.21",8,1,"101140/1",1,3,3128,3128,3128,NA,2014-11-18 13:14:00,1.21,1,3356
"493",101097,7,1,"28th (2DS015) @ EB I-84 MP1.82",8,1,"101097/3",1,1,3129,3129,3129,NA,2014-11-18 13:14:00,1.82,3,3357
"494",101096,7,1,"28th (2DS015) @ EB I-84 MP1.82",8,1,"101096/2",1,2,3129,3129,3129,NA,2014-11-18 13:14:00,1.82,2,3358
"495",101095,7,1,"28th (2DS015) @ EB I-84 MP1.82",8,1,"101095/1",1,3,3129,3129,3129,NA,2014-11-18 13:14:00,1.82,1,3359
"496",101100,7,1,"53rd (2DS016) @ EB I-84 MP3.36",8,1,"101100/3",1,1,3130,3130,3130,NA,2014-11-18 10:12:20,3.36,3,3363
"497",101099,7,1,"53rd (2DS016) @ EB I-84 MP3.36",8,1,"101099/2",1,2,3130,3130,3130,NA,2014-11-18 10:12:20,3.36,2,3364
"498",101098,7,1,"53rd (2DS016) @ EB I-84 MP3.36",8,1,"101098/1",1,3,3130,3130,3130,NA,2014-11-18 10:12:20,3.36,1,3365
"499",101103,7,1,"Halsey ramp (2DS017) @ EB I-84 MP4.25",8,1,"101103/3",1,1,3131,3131,3131,NA,2014-11-18 10:12:20,4.25,3,3369
"500",101102,7,1,"Halsey ramp (2DS017) @ EB I-84 MP4.25",8,1,"101102/2",1,2,3131,3131,3131,NA,2014-11-18 10:12:20,4.25,2,3370
"501",101101,7,1,"Halsey ramp (2DS017) @ EB I-84 MP4.25",8,1,"101101/1",1,3,3131,3131,3131,NA,2014-11-18 10:12:20,4.25,1,3371
"502",101155,8,1,"Halsey ramp (2DS017) @ WB I-84 MP4.25",8,1,"101155/3",1,1,3132,3132,3132,NA,2014-11-18 13:14:00,4.25,3,3372
"503",101154,8,1,"Halsey ramp (2DS017) @ WB I-84 MP4.25",8,1,"101154/2",1,2,3132,3132,3132,NA,2014-11-18 13:14:00,4.25,2,3373
"504",101153,8,1,"Halsey ramp (2DS017) @ WB I-84 MP4.25",8,1,"101153/1",1,3,3132,3132,3132,NA,2014-11-18 13:14:00,4.25,1,3374
"505",101106,7,1,"82nd (2DS018) @ EB I-84 MP5.03",8,1,"101106/3",1,1,3133,3133,3133,NA,2014-11-18 10:00:40,5.03,3,3211
"506",101105,7,1,"82nd (2DS018) @ EB I-84 MP5.03",8,1,"101105/2",1,2,3133,3133,3133,NA,2014-11-18 10:00:40,5.03,2,3212
"507",101104,7,1,"82nd (2DS018) @ EB I-84 MP5.03",8,1,"101104/1",1,3,3133,3133,3133,NA,2014-11-18 10:00:40,5.03,1,3213
"508",101158,8,1,"82nd (2DS018) @ WB I-84 MP5.03",8,1,"101158/3",1,1,3134,3134,3134,NA,2014-11-18 10:00:40,5.03,3,3214
"509",101157,8,1,"82nd (2DS018) @ WB I-84 MP5.03",8,1,"101157/2",1,2,3134,3134,3134,NA,2014-11-18 10:00:40,5.03,2,3215
"510",101156,8,1,"82nd (2DS018) @ WB I-84 MP5.03",8,1,"101156/1",1,3,3134,3134,3134,NA,2014-11-18 10:00:40,5.03,1,3216
"511",101109,7,1,"Halsey (2DS019) @ EB I-84 MP5.82",8,1,"101109/3",1,1,3135,3135,3135,NA,2014-12-02 15:52:00,5.82,3,3255
"512",101108,7,1,"Halsey (2DS019) @ EB I-84 MP5.82",8,1,"101108/2",1,2,3135,3135,3135,NA,2014-12-02 15:52:00,5.82,2,3256
"513",101161,8,1,"Halsey (2DS019) @ WB I-84 MP5.82",8,1,"101161/3",1,1,3136,3136,3136,NA,2014-12-02 15:52:00,5.82,3,3258
"514",101160,8,1,"Halsey (2DS019) @ WB I-84 MP5.82",8,1,"101160/2",1,2,3136,3136,3136,NA,2014-12-02 15:52:00,5.82,2,3259
"515",101164,8,1,"102nd (2DS020) @ WB I-84 MP6.7",8,1,"101164/3",1,1,3138,3138,3138,NA,2014-11-24 09:27:20,6.7,3,3263
"516",101163,8,1,"102nd (2DS020) @ WB I-84 MP6.7",8,1,"101163/2",1,2,3138,3138,3138,NA,2014-11-24 09:27:20,6.7,2,3264
"517",101162,8,1,"102nd (2DS020) @ WB I-84 MP6.7",8,1,"101162/1",1,3,3138,3138,3138,NA,2014-11-24 09:27:20,6.7,1,3435
"518",101114,7,1,"122nd (2DS021) @ EB I-84 MP10.04",8,1,"101114/1",20,3,3139,3139,3139,NA,2014-09-01 00:00:00,10.04,1,3267
"519",101115,7,1,"122nd (2DS021) @ EB I-84 MP10.04",8,1,"101115/2",20,2,3139,3139,3139,NA,2014-09-01 00:00:00,10.04,2,3266
"520",101116,7,1,"122nd (2DS021) @ EB I-84 MP10.04",8,1,"101116/3",20,1,3139,3139,3139,NA,2014-09-01 00:00:00,10.04,3,3265
"521",101165,8,1,"122nd (2DS021) @ WB I-84 MP10.04",8,1,"101165/1",20,3,3140,3140,3140,NA,2014-09-01 00:00:00,10.04,1,3270
"522",101166,8,1,"122nd (2DS021) @ WB I-84 MP10.04",8,1,"101166/2",20,2,3140,3140,3140,NA,2014-09-01 00:00:00,10.04,2,3269
"523",101167,8,1,"122nd (2DS021) @ WB I-84 MP10.04",8,1,"101167/3",20,1,3140,3140,3140,NA,2014-09-01 00:00:00,10.04,3,3268
"524",101117,7,1,"148th (2DS022) @ EB I-84 MP11.47",8,1,"101117/1",20,3,3141,3141,3141,NA,2014-09-01 00:00:00,11.47,1,3219
"525",101118,7,1,"148th (2DS022) @ EB I-84 MP11.47",8,1,"101118/2",20,2,3141,3141,3141,NA,2014-09-01 00:00:00,11.47,2,3218
"526",101119,7,1,"148th (2DS022) @ EB I-84 MP11.47",8,1,"101119/3",20,1,3141,3141,3141,NA,2014-09-01 00:00:00,11.47,3,3217
"527",101168,8,1,"148th (2DS022) @ WB I-84 MP11.47",8,1,"101168/1",20,3,3142,3142,3142,NA,2014-09-01 00:00:00,11.47,1,3222
"528",101169,8,1,"148th (2DS022) @ WB I-84 MP11.47",8,1,"101169/2",20,2,3142,3142,3142,NA,2014-09-01 00:00:00,11.47,2,3221
"529",101170,8,1,"148th (2DS022) @ WB I-84 MP11.47",8,1,"101170/3",20,1,3142,3142,3142,NA,2014-09-01 00:00:00,11.47,3,3220
"530",101120,7,1,"162nd (2DS023) @ EB I-84 MP12.16",8,1,"101120/1",20,3,3143,3143,3143,NA,2014-09-01 00:00:00,12.16,1,3225
"531",101121,7,1,"162nd (2DS023) @ EB I-84 MP12.16",8,1,"101121/2",20,2,3143,3143,3143,NA,2014-09-01 00:00:00,12.16,2,3224
"532",101122,7,1,"162nd (2DS023) @ EB I-84 MP12.16",8,1,"101122/3",20,1,3143,3143,3143,NA,2014-09-01 00:00:00,12.16,3,3223
"533",101171,8,1,"162nd (2DS023) @ WB I-84 MP12.16",8,1,"101171/1",20,3,3144,3144,3144,NA,2014-09-01 00:00:00,12.16,1,3228
"534",101172,8,1,"162nd (2DS023) @ WB I-84 MP12.16",8,1,"101172/2",20,2,3144,3144,3144,NA,2014-09-01 00:00:00,12.16,2,3227
"535",101173,8,1,"162nd (2DS023) @ WB I-84 MP12.16",8,1,"101173/3",20,1,3144,3144,3144,NA,2014-09-01 00:00:00,12.16,3,3226
"536",101123,7,1,"181st (2DS024) @ EB I-84 MP13.04",8,1,"101123/1",20,3,3145,3145,3145,NA,2014-09-01 00:00:00,13.04,1,3231
"537",101174,8,1,"181st (2DS024) @ WB I-84 MP13.04",8,1,"101174/1",20,3,3146,3146,3146,NA,2014-09-01 00:00:00,13.04,1,3234
"538",101175,8,1,"181st (2DS024) @ WB I-84 MP13.04",8,1,"101175/2",20,2,3146,3146,3146,NA,2014-09-01 00:00:00,13.04,2,3233
"539",101176,8,1,"181st (2DS024) @ WB I-84 MP13.04",8,1,"101176/3",20,1,3146,3146,3146,NA,2014-09-01 00:00:00,13.04,3,3232
"540",101126,7,1,"207th (2DS025) @ EB I-84 MP14.4",8,1,"101126/1",20,3,3147,3147,3147,NA,2014-09-01 00:00:00,14.4,1,3238
"541",101127,7,1,"207th (2DS025) @ EB I-84 MP14.4",8,1,"101127/2",20,2,3147,3147,3147,NA,2014-09-01 00:00:00,14.4,2,3237
"542",101128,7,1,"207th (2DS025) @ EB I-84 MP14.4",8,1,"101128/3",20,1,3147,3147,3147,NA,2014-09-01 00:00:00,14.4,3,3236
"543",101179,8,1,"207th (2DS025) @ WB I-84 MP14.4",8,1,"101179/3",20,1,3148,3148,3148,NA,2014-09-01 00:00:00,14.4,3,3239
"544",101129,7,1,"223rd (2DS026) @ EB I-84 MP15.17",8,1,"101129/1",20,3,3149,3149,3149,NA,2014-09-01 00:00:00,15.17,1,3245
"545",101130,7,1,"223rd (2DS026) @ EB I-84 MP15.17",8,1,"101130/2",20,2,3149,3149,3149,NA,2014-09-01 00:00:00,15.17,2,3244
"546",101131,7,1,"223rd (2DS026) @ EB I-84 MP15.17",8,1,"101131/3",20,1,3149,3149,3149,NA,2014-09-01 00:00:00,15.17,3,3243
"547",101132,7,1,"238th (2DS027) @ EB I-84 MP15.94",8,1,"101132/1",20,3,3151,3151,3151,NA,2014-09-01 00:00:00,15.94,1,3251
"548",101133,7,1,"238th (2DS027) @ EB I-84 MP15.94",8,1,"101133/2",20,2,3151,3151,3151,NA,2014-09-01 00:00:00,15.94,2,3250
"549",101134,7,1,"238th (2DS027) @ EB I-84 MP15.94",8,1,"101134/3",20,1,3151,3151,3151,NA,2014-09-01 00:00:00,15.94,3,3249
"550",101185,8,1,"238th (2DS027) @ WB I-84 MP15.94",8,1,"101185/3",20,1,3152,3152,3152,NA,2014-09-01 00:00:00,15.94,3,3252
"551",101183,8,1,"238th (2DS027) @ WB I-84 MP15.94",8,1,"101183/1",20,3,3152,3152,3152,NA,2014-09-01 00:00:00,15.94,1,3254
"552",100314,10,1,"Wilshire (2DS043) @ NB OR 217 MP0.25",8,1,"100314/3",0,1,3153,3153,3153,NA,2014-05-01 00:00:00,0.25,3,3061
"553",100313,10,1,"Wilshire (2DS043) @ NB OR 217 MP0.25",8,1,"100313/2",0,2,3153,3153,3153,NA,2014-05-01 00:00:00,0.25,2,3062
"554",100312,10,1,"Wilshire (2DS043) @ NB OR 217 MP0.25",8,1,"100312/1",0,3,3153,3153,3153,NA,2014-05-01 00:00:00,0.25,1,3063
"555",100311,10,1,"Wilshire (2DS043) @ SB OR 217 MP0.25",8,1,"100311/3",0,1,3154,3154,3154,NA,2014-05-01 00:00:00,0.25,3,3065
"556",100310,10,1,"Wilshire (2DS043) @ SB OR 217 MP0.25",8,1,"100310/2",0,2,3154,3154,3154,NA,2014-05-01 00:00:00,0.25,2,3066
"557",100309,10,1,"Wilshire (2DS043) @ SB OR 217 MP0.25",8,1,"100309/1",0,3,3154,3154,3154,NA,2014-05-01 00:00:00,0.25,1,3067
"558",100301,9,1,"217-NB @ TV Hwy",8,1,"100301/1",0,2,3155,3155,3155,NA,2014-05-01 00:00:00,1.5,1,3070
"559",100302,9,1,"217-NB @ TV Hwy",8,1,"100302/2",0,1,3155,3155,3155,NA,2014-05-01 00:00:00,1.5,2,3069
"560",100299,10,1,"217-SB @ TV Hwy",8,1,"100299/1",0,2,3156,3156,3156,NA,2014-05-01 00:00:00,1.5,1,3072
"561",100300,10,1,"217-SB @ TV Hwy",8,1,"100300/2",0,1,3156,3156,3156,NA,2014-05-01 00:00:00,1.5,2,3071
"562",100305,10,1,"Hall (2DS064) @ NB OR 217 MP3.4",8,1,"100305/3",0,1,3157,3157,3157,NA,2014-05-01 00:00:00,3.4,3,3076
"563",100304,10,1,"Hall (2DS064) @ NB OR 217 MP3.4",8,1,"100304/2",0,2,3157,3157,3157,NA,2014-05-01 00:00:00,3.4,2,3077
"564",100303,10,1,"Hall (2DS064) @ NB OR 217 MP3.4",8,1,"100303/1",0,3,3157,3157,3157,NA,2014-05-01 00:00:00,3.4,1,3078
"565",101040,12,1,"Helvetia (2DS057) @ WB US26 MP61.05",8,1,"101040/2",1,1,3158,3158,3158,NA,2015-06-02 15:10:00,61.05,2,3021
"566",101039,12,1,"Helvetia (2DS057) @ WB US26 MP61.05",8,1,"101039/1",1,2,3158,3158,3158,NA,2015-06-02 15:10:00,61.05,1,3022
"567",101042,12,1,"Cornelius Pass (2DS066) WB US26 MP62.48",8,1,"101042/2",1,1,3159,3159,3159,NA,2015-06-02 15:10:00,62.48,2,3337
"568",101041,12,1,"Cornelius Pass (2DS066) WB US26 MP62.48",8,1,"101041/1",1,2,3159,3159,3159,NA,2015-06-02 15:10:00,62.48,1,3338
"569",100640,12,1,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",8,1,"100640/1",0,3,3160,3160,3160,NA,2014-09-29 00:00:00,69.31,1,3393
"570",100641,12,1,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",8,1,"100641/2",0,2,3160,3160,3160,NA,2014-09-29 00:00:00,69.31,2,3340
"571",100642,12,1,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",8,1,"100642/3",0,1,3160,3160,3160,NA,2014-09-29 00:00:00,69.31,3,3339
"572",100625,11,1,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",8,1,"100625/1",0,3,3161,3161,3161,NA,2014-09-19 00:00:00,72.17,1,3381
"573",100626,11,1,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",8,1,"100626/2",0,2,3161,3161,3161,NA,2014-09-19 00:00:00,72.17,2,3380
"574",100627,11,1,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",8,1,"100627/3",0,1,3161,3161,3161,NA,2014-09-19 00:00:00,72.17,3,3379
"575",100649,12,1,"Zoo Interchange (2DS065) @ WB US26 MP72.17",8,1,"100649/3",0,2,3162,3162,3162,NA,2014-09-19 00:00:00,72.17,3,3383
"576",100650,12,1,"Zoo Interchange (2DS065) @ WB US26 MP72.17",8,1,"100650/4",0,1,3162,3162,3162,NA,2014-09-19 00:00:00,72.17,4,3382
"577",100647,12,1,"Zoo Interchange (2DS065) @ WB US26 MP72.17",8,1,"100647/1",0,4,3162,3162,3162,NA,2014-09-19 00:00:00,72.17,1,3385
"578",100648,12,1,"Zoo Interchange (2DS065) @ WB US26 MP72.17",8,1,"100648/2",0,3,3162,3162,3162,NA,2014-09-19 00:00:00,72.17,2,3384
