starttime,traveltime
7/7/15 15:24,756
7/7/15 15:25,702
7/7/15 15:27,764
7/7/15 15:27,816
7/7/15 15:38,837
7/7/15 15:41,861
7/7/15 15:42,807
7/7/15 16:00,786
7/7/15 16:03,778
7/7/15 16:03,778
7/7/15 16:05,840
7/7/15 16:11,1254
7/7/15 16:19,880
7/7/15 16:19,800
7/7/15 16:21,844
7/7/15 16:22,887
7/7/15 16:24,882
7/7/15 16:24,896
7/7/15 16:28,827
7/7/15 16:28,795
7/7/15 16:35,881
7/7/15 16:39,860
7/7/15 16:43,834
7/7/15 16:59,887
7/7/15 17:05,936
7/7/15 17:06,921
7/7/15 17:11,773
7/7/15 17:12,807
7/7/15 17:15,1052
7/7/15 17:19,1827
7/7/15 17:20,900
7/7/15 17:23,1441
7/7/15 17:24,1050
7/7/15 17:28,919
7/7/15 17:35,865
7/7/15 17:40,730
7/7/15 17:40,798
7/7/15 17:41,924
7/7/15 17:43,785
7/7/15 18:00,884
7/7/15 18:01,1442
7/7/15 18:04,896
7/7/15 18:12,1493
7/7/15 18:19,397
7/7/15 18:23,840
7/7/15 18:27,732
7/7/15 18:28,697
7/7/15 18:38,677
7/7/15 18:40,593
7/7/15 18:40,872
7/7/15 18:44,735
7/7/15 18:44,621
7/7/15 19:00,572
7/7/15 19:01,554
7/7/15 19:06,599
7/7/15 19:10,615
7/7/15 19:11,598
7/7/15 19:13,615
7/7/15 19:17,659
7/7/15 19:20,559
7/7/15 19:30,520
7/7/15 19:33,560
7/7/15 19:42,519
7/7/15 19:45,379
7/7/15 19:47,540
7/7/15 20:01,532
7/7/15 20:03,472
7/7/15 20:08,496
7/7/15 20:14,483
7/7/15 20:24,1498
7/7/15 20:26,552
7/7/15 20:31,545
7/7/15 20:31,456
7/7/15 20:46,576
7/7/15 21:12,514
7/7/15 21:13,532
7/7/15 21:22,554
7/7/15 21:44,472
7/7/15 22:02,1438
7/7/15 22:07,2202
7/7/15 22:09,487
7/7/15 22:09,1648
7/7/15 22:36,426
7/7/15 23:15,434
7/7/15 23:45,347
7/8/15 0:05,2403
7/8/15 0:11,385
7/8/15 1:03,442
7/8/15 1:09,1428
7/8/15 1:37,389
7/8/15 2:16,421
7/8/15 2:21,383
7/8/15 3:11,486
7/8/15 5:10,440
7/8/15 5:40,367
7/8/15 5:42,664
7/8/15 5:43,429
7/8/15 6:03,623
7/8/15 7:25,599
7/8/15 7:29,471
7/8/15 7:37,490
7/8/15 7:45,599
7/8/15 7:46,445
7/8/15 10:12,583
7/8/15 10:18,2020
7/8/15 10:18,2542
7/8/15 10:18,2018
7/8/15 10:18,2611
7/8/15 10:19,2533
7/8/15 10:19,1941
7/8/15 10:19,1940
7/8/15 10:19,2464
7/8/15 10:23,890
7/8/15 10:46,555
7/8/15 10:46,556
7/8/15 10:50,1457
7/8/15 11:01,598
7/8/15 11:01,1095
7/8/15 11:19,620
7/8/15 11:39,572
7/8/15 11:48,516
7/8/15 16:04,819
7/8/15 16:07,830
7/8/15 16:08,873
7/8/15 16:14,783
7/8/15 16:18,746
7/8/15 16:18,789
7/8/15 16:18,787
7/8/15 16:21,847
7/8/15 16:28,805
7/8/15 16:28,825
7/8/15 16:29,813
7/8/15 16:32,811
7/8/15 16:35,820
7/8/15 16:45,845
7/8/15 20:35,579
7/8/15 21:01,486
7/8/15 21:14,617
7/8/15 21:17,617
7/8/15 21:21,591
7/8/15 21:25,682
7/8/15 21:28,533
7/8/15 21:32,558
7/8/15 21:35,905
7/8/15 21:35,596
