detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
9001,2,0,TMOC TEST 170 Controller1,8,1,TMOC-ML1,1,1,6068,6068,6068,,2004-01-01 00:00:00-08,307,1,9001
9002,2,0,TMOC TEST 170 Controller1,8,1,TMOC-ML2,1,2,6068,6068,6068,,2004-01-01 00:00:00-08,307,2,9002
9003,2,0,TMOC TEST 170 Controller1,8,1,TMOC-ML3,1,3,6068,6068,6068,,2004-01-01 00:00:00-08,307,3,9003
9004,2,1,TMOC TEST 170 Controller2,8,1,TMOC-ML1,0,1,6069,6069,6069,,2004-01-01 00:00:00-08,306.5,1,9004
9005,2,1,TMOC TEST 170 Controller2,8,1,TMOC-ML2,0,2,6069,6069,6069,,2004-01-01 00:00:00-08,306.5,2,9005
9006,2,1,TMOC TEST 170 Controller2,8,1,TMOC-ML3,0,3,6069,6069,6069,,2004-01-01 00:00:00-08,306.5,3,9006
9035,2,1,TMOC TEST 170 Controller2,8,5,TMOC-ENTD1,0,1,7068,6068,6068,,2004-01-01 00:00:00-08,307,1,9035
5686,54,,I-205 NB at mp29.36 ML4,,1,,,4,1611,,,,2004-01-01 00:00:00-08,29.36,4,5686
5693,54,,I-205 NB at mp32.22 ML3,,1,,,3,1613,,,,2004-01-01 00:00:00-08,32.22,3,5693
5694,54,,I-205 NB at mp32.22 ML4,,1,,,4,1613,,,,2004-01-01 00:00:00-08,32.22,4,5694
5695,55,, I-205 SB at 83rd Ramp ML3,,1,,,3,1561,,,,2004-01-01 00:00:00-08,32.9,3,5695
5696,55,, I-205 SB at 83rd Ramp ML4     ,,1,,,4,1561,,,,2004-01-01 00:00:00-08,32.9,4,5696
5697,54,, I-205 NB at 50th Ave ML3            ,,1,,,3,1535,,,,2004-01-01 00:00:00-08,34.81,3,5697
5698,54,, I-205 NB at 50th Ave ML4         ,,1,,,4,1535,,,,2004-01-01 00:00:00-08,34.81,4,5698
5701,54,,I-205 NB at mp35.62 ML3,,1,,,3,1614,,,,2004-01-01 00:00:00-08,35.62,3,5701
5702,54,,I-205 NB at mp35.62 ML4,,1,,,4,1614,,,,2004-01-01 00:00:00-08,35.62,4,5702
5013,502,, I-5 SB at 29th ML4                  ,,1,,,4,1505,,,,2004-01-01 00:00:00-08,1.8,4,5013
5014,502,, I-5 SB at 29th ML3                  ,,1,,,3,1505,,,,2004-01-01 00:00:00-08,1.8,3,5014
5015,502,, I-5 SB at 29th ML2                  ,,1,,,2,1505,,,,2004-01-01 00:00:00-08,1.8,2,5015
5016,502,, I-5 SB at 29th ML1                  ,,1,,,1,1505,,,,2004-01-01 00:00:00-08,1.8,1,5016
5017,501,, I-5 NB at 29th ML1                  ,,1,,,1,1506,,,,2004-01-01 00:00:00-08,1.8,1,5017
5018,501,, I-5 NB at 29th ML2                  ,,1,,,2,1506,,,,2004-01-01 00:00:00-08,1.8,2,5018
5019,501,, I-5 NB at 29th ML3                  ,,1,,,3,1506,,,,2004-01-01 00:00:00-08,1.8,3,5019
5010,501,1, I-5 NB at Evergreen ML1             ,8,1,005es00088:_MN__S1,0,1,1504,1504,1504,,2004-01-01 00:00:00-08,0.88,1,5010
5011,501,1, I-5 NB at Evergreen ML2             ,8,1,005es00088:_MN__S2,0,2,1504,1504,1504,,2004-01-01 00:00:00-08,0.88,2,5011
5007,502,1, I-5 SB at Evergreen ML1             ,8,1,005es00088:_MS__S1,0,1,1503,1503,1503,,2004-01-01 00:00:00-08,0.88,1,5007
5008,502,1, I-5 SB at Evergreen ML2             ,8,1,005es00088:_MS__S2,0,2,1503,1503,1503,,2004-01-01 00:00:00-08,0.88,2,5008
5748,502,0,35th St,8,1,005es00210:_MS_OS2,0,2,1628,1628,1628,,2004-01-01 00:00:00-08,2.1,2,5748
5600,501,1,I-5 NB at MP 1.41 ML1,8,1,005es00141:_MN___1,0,1,1580,1580,1580,,2004-01-01 00:00:00-08,1.41,1,5600
5601,501,1,I-5 NB at MP 1.41 ML2,8,1,005es00141:_MN___2,0,2,1580,1580,1580,,2004-01-01 00:00:00-08,1.41,2,5601
5602,501,1,I-5 NB at MP 1.41 ML3,8,1,005es00141:_MN___3,0,3,1580,1580,1580,,2004-01-01 00:00:00-08,1.41,3,5602
5603,501,1,I-5 NB at MP 1.41 ML4,8,1,005es00141:_MN___4,0,4,1580,1580,1580,,2004-01-01 00:00:00-08,1.41,4,5603
5604,502,1,I-5 SB at MP 1.41 ML1,8,1,005es00141:_MS___1,0,1,1581,1581,1581,,2004-01-01 00:00:00-08,1.41,1,5604
5605,502,1,I-5 SB at MP 1.41 ML2,8,1,005es00141:_MS___2,0,2,1581,1581,1581,,2004-01-01 00:00:00-08,1.41,2,5605
5606,502,1,I-5 SB at MP 1.41 ML3,8,1,005es00141:_MS___3,0,3,1581,1581,1581,,2004-01-01 00:00:00-08,1.41,3,5606
5607,502,1,I-5 SB at MP 1.41 ML4,8,1,005es00141:_MS___4,0,4,1581,1581,1581,,2004-01-01 00:00:00-08,1.41,4,5607
5024,501,1, I-5 NB at Kiggins ML1               ,8,1,005es00255:_MN___1,0,1,1508,1508,1508,,2004-01-01 00:00:00-08,2.55,1,5024
5025,501,1, I-5 NB at Kiggins ML2               ,8,1,005es00255:_MN___2,0,2,1508,1508,1508,,2004-01-01 00:00:00-08,2.55,2,5025
1761,4,1,ORE 99E SB,8,1,I205S9.29-ML2,30,2,1103,1103,1103,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,9.29,2,1761
1783,3,1,ORE 43 SB-NB,8,1,I205N8.80-ML1,30,1,1109,1109,1109,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,8.8,1,1783
1784,3,1,ORE 43 SB-NB,8,1,I205N8.80-ML2,30,2,1109,1109,1109,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,8.8,2,1784
1786,3,1,ORE 43 NB-NB,8,1,I205N9.03-ML1,30,1,1110,1110,1110,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,9.03,1,1786
1787,3,1,ORE 43 NB-NB,8,1,I205N9.03-ML2,30,2,1110,1110,1110,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,9.03,2,1787
1797,3,1,Stafford to I-205 NB,8,1,I205N3.55-ML1,30,1,1113,1113,1113,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,3.55,1,1797
1798,3,1,Stafford to I-205 NB,8,1,I205N3.55-ML2,30,2,1113,1113,1113,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,3.55,2,1798
1800,4,1,Stafford to I-205 SB,8,1,I205S2.86-ML1,30,1,1114,1114,1114,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,2.86,1,1800
1957,3,1,I-205 NB at Park Place,8,1,I205N10.27-ML1,30,1,1144,1144,1144,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.27,1,1957
1958,3,1,I-205 NB at Park Place,8,1,I205N10.27-ML2,30,2,1144,1144,1144,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.27,2,1958
1959,3,1,I-205 NB at Park Place,8,1,I205N10.27-ML3,30,3,1144,1144,1144,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.27,3,1959
3229,7,1,I-84 EB @ 181st ML1,8,1,I-84 EB @ 181st ML1,30,1,3145,3145,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,1,3229
5766,51,1,6th Ave,8,1,014es01239:_MW___2,0,2,1634,1634,1634,,2004-01-01 00:00:00-08,12.39,2,5766
5026,501,1, I-5 NB at Kiggins ML3               ,8,1,005es00255:_MN___3,0,3,1508,1508,1508,,2004-01-01 00:00:00-08,2.55,3,5026
5608,501,1, I-5 NB at Kiggins ML3               ,8,1,005es00255:_MN___4,0,4,1508,1508,1508,,2004-01-01 00:00:00-08,2.55,4,5608
5023,502,1, I-5 SB at Kiggins ML1               ,8,1,005es00255:_MS___1,0,1,1507,1507,1507,,2004-01-01 00:00:00-08,2.55,1,5023
5022,502,1, I-5 SB at Kiggins ML2               ,8,1,005es00255:_MS___2,0,2,1507,1507,1507,,2004-01-01 00:00:00-08,2.55,2,5022
5021,502,1, I-5 SB at Kiggins ML3               ,8,1,005es00255:_MS___3,0,3,1507,1507,1507,,2004-01-01 00:00:00-08,2.55,3,5021
5609,502,1, I-5 SB at Kiggins ML3               ,8,1,005es00255:_MS___4,0,4,1507,1507,1507,,2004-01-01 00:00:00-08,2.55,4,5609
5032,501,1, I-5 NB at Main St ML1               ,8,1,005es00310:_MN___1,0,1,1510,1510,1510,,2004-01-01 00:00:00-08,3.1,1,5032
5031,501,1, I-5 NB at Main St ML2               ,8,1,005es00310:_MN___2,0,2,1510,1510,1510,,2004-01-01 00:00:00-08,3.1,2,5031
5030,501,1, I-5 NB at Main St ML3               ,8,1,005es00310:_MN___3,0,3,1510,1510,1510,,2004-01-01 00:00:00-08,3.1,3,5030
5027,502,1, I-5 SB at Main St ML1               ,8,1,005es00310:_MS___1,0,1,1509,1509,1509,,2004-01-01 00:00:00-08,3.1,1,5027
5028,502,1, I-5 SB at Main St ML2               ,8,1,005es00310:_MS___2,0,2,1509,1509,1509,,2004-01-01 00:00:00-08,3.1,2,5028
5610,502,1, I-5 SB at Main St ML2               ,8,1,005es00310:_MS___3,0,3,1509,1509,1509,,2004-01-01 00:00:00-08,3.1,3,5610
5120,501,1, I-5 NB at 63rd St ML1               ,8,1,005es00378:_MN___1,0,1,1552,1552,1552,,2004-01-01 00:00:00-08,3.78,1,5120
5121,501,1, I-5 NB at 63rd St ML2               ,8,1,005es00378:_MN___2,0,2,1552,1552,1552,,2004-01-01 00:00:00-08,3.78,2,5121
5122,501,1, I-5 NB at 63rd St ML3               ,8,1,005es00378:_MN___3,0,3,1552,1552,1552,,2004-01-01 00:00:00-08,3.78,3,5122
5611,501,1, I-5 NB at 63rd St ML3               ,8,1,005es00378:_MN___4,0,4,1552,1552,1552,,2004-01-01 00:00:00-08,3.78,4,5611
5119,502,1, I-5 SB at 63rd St ML1               ,8,1,005es00378:_MS___1,0,1,1553,1553,1553,,2004-01-01 00:00:00-08,3.78,1,5119
5118,502,1, I-5 SB at 63rd St ML2               ,8,1,005es00378:_MS___2,0,2,1553,1553,1553,,2004-01-01 00:00:00-08,3.78,2,5118
5117,502,1, I-5 SB at 63rd St ML3               ,8,1,005es00378:_MS___3,0,3,1553,1553,1553,,2004-01-01 00:00:00-08,3.78,3,5117
5612,502,1, I-5 SB at 63rd St ML3               ,8,1,005es00378:_MS___4,0,4,1553,1553,1553,,2004-01-01 00:00:00-08,3.78,4,5612
5129,501,1, I-5 NB at 78th St ML1               ,8,1,005es00425:_MN___1,0,1,1554,1554,1554,,2004-01-01 00:00:00-08,4.25,1,5129
5128,501,1, I-5 NB at 78th St ML2               ,8,1,005es00425:_MN___2,0,2,1554,1554,1554,,2004-01-01 00:00:00-08,4.25,2,5128
5127,501,1, I-5 NB at 78th St ML3               ,8,1,005es00425:_MN___3,0,3,1554,1554,1554,,2004-01-01 00:00:00-08,4.25,3,5127
5126,502,1, I-5 SB at 78th St ML1               ,8,1,005es00425:_MS___1,0,1,1555,1555,1555,,2004-01-01 00:00:00-08,4.25,1,5126
5125,502,1, I-5 SB at 78th St ML2               ,8,1,005es00425:_MS___2,0,2,1555,1555,1555,,2004-01-01 00:00:00-08,4.25,2,5125
5124,502,1, I-5 SB at 78th St ML3               ,8,1,005es00425:_MS___3,0,3,1555,1555,1555,,2004-01-01 00:00:00-08,4.25,3,5124
5134,501,1, I-5 NB at 86th St ML1               ,8,1,005es00494:_MN___1,0,1,1556,1556,1556,,2004-01-01 00:00:00-08,4.94,1,5134
5135,501,1, I-5 NB at 86th St ML2               ,8,1,005es00494:_MN___2,0,2,1556,1556,1556,,2004-01-01 00:00:00-08,4.94,2,5135
5136,501,1, I-5 NB at 86th St ML3               ,8,1,005es00494:_MN___3,0,3,1556,1556,1556,,2004-01-01 00:00:00-08,4.94,3,5136
5613,501,1, I-5 NB at 86th St ML3               ,8,1,005es00494:_MN___4,0,4,1556,1556,1556,,2004-01-01 00:00:00-08,4.94,4,5613
5133,502,1, I-5 SB at 86th St ML1               ,8,1,005es00494:_MS___1,0,1,1557,1557,1557,,2004-01-01 00:00:00-08,4.94,1,5133
5132,502,1, I-5 SB at 86th St ML2               ,8,1,005es00494:_MS___2,0,2,1557,1557,1557,,2004-01-01 00:00:00-08,4.94,2,5132
5131,502,1, I-5 SB at 86th St ML3               ,8,1,005es00494:_MS___3,0,3,1557,1557,1557,,2004-01-01 00:00:00-08,4.94,3,5131
5614,502,1, I-5 SB at 86th St ML3               ,8,1,005es00494:_MS___4,0,4,1557,1557,1557,,2004-01-01 00:00:00-08,4.94,4,5614
5036,501,1, I-5 NB at 99th ML1                  ,8,1,005es00529:_MN__S1,0,1,1512,1512,1512,,2004-01-01 00:00:00-08,5.29,1,5036
5037,501,1, I-5 NB at 99th ML2                  ,8,1,005es00529:_MN__S2,0,2,1512,1512,1512,,2004-01-01 00:00:00-08,5.29,2,5037
5038,501,1, I-5 NB at 99th ML3                  ,8,1,005es00529:_MN__S3,0,3,1512,1512,1512,,2004-01-01 00:00:00-08,5.29,3,5038
5033,502,1, I-5 SB at 99th ML1                  ,8,1,005es00529:_MS__S1,0,1,1511,1511,1511,,2004-01-01 00:00:00-08,5.29,1,5033
5034,502,1, I-5 SB at 99th ML2                  ,8,1,005es00529:_MS__S2,0,2,1511,1511,1511,,2004-01-01 00:00:00-08,5.29,2,5034
5035,502,1, I-5 SB at 99th ML3                  ,8,1,005es00529:_MS__S3,0,3,1511,1511,1511,,2004-01-01 00:00:00-08,5.29,3,5035
5040,501,1, I-5 NB at Salmon Cr ML1             ,8,1,005es00631:_MN___1,0,1,1514,1514,1514,,2004-01-01 00:00:00-08,6.31,1,5040
5039,501,1, I-5 NB at Salmon Cr ML2             ,8,1,005es00631:_MN___2,0,2,1514,1514,1514,,2004-01-01 00:00:00-08,6.31,2,5039
5138,501,1, I-5 NB at Salmon Cr ML3             ,8,1,005es00631:_MN___3,0,3,1514,1514,1514,,2004-01-01 00:00:00-08,6.31,3,5138
5137,501,1, I-5 NB at Salmon Cr ML4             ,8,1,005es00631:_MN___4,0,4,1514,1514,1514,,2004-01-01 00:00:00-08,6.31,4,5137
5041,502,1, I-5 SB at Salmon Cr ML1             ,8,1,005es00631:_MS___1,0,1,1513,1513,1513,,2004-01-01 00:00:00-08,6.31,1,5041
5042,502,1, I-5 SB at Salmon Cr ML2             ,8,1,005es00631:_MS___2,0,2,1513,1513,1513,,2004-01-01 00:00:00-08,6.31,2,5042
5139,502,1, I-5 SB at Salmon Cr ML3             ,8,1,005es00631:_MS___3,0,3,1513,1513,1513,,2004-01-01 00:00:00-08,6.31,3,5139
5615,502,1, I-5 SB at Salmon Cr ML3             ,8,1,005es00631:_MS___4,0,4,1513,1513,1513,,2004-01-01 00:00:00-08,6.31,4,5615
5152,501,1, I-5 NB at SR502 ML3                 ,8,1,005es01167:_MN__S1,0,1,1570,1570,1570,,2004-01-01 00:00:00-08,11.67,1,5152
5151,501,1, I-5 NB at SR502 ML2                 ,8,1,005es01167:_MN__S2,0,2,1570,1570,1570,,2004-01-01 00:00:00-08,11.67,2,5151
5631,502,1,I-5 SB at mp11.75 ML1,8,1,005es01175:_MS__S1,0,1,1588,1588,1588,,2004-01-01 00:00:00-08,11.75,1,5631
5632,502,1,I-5 SB at mp11.75 ML2,8,1,005es01175:_MS__S2,0,2,1588,1588,1588,,2004-01-01 00:00:00-08,11.75,2,5632
5641,501,1,I-5 NB at mp73.26 ML1,8,1,005es07326:_MN__S1,0,1,1593,1593,1593,,2004-01-01 00:00:00-08,73.26,1,5641
5642,501,1,I-5 NB at mp73.26 ML2,8,1,005es07326:_MN__S2,0,2,1593,1593,1593,,2004-01-01 00:00:00-08,73.26,2,5642
5643,502,1,I-5 SB at mp73.26 ML1,8,1,005es07326:_MS__S1,0,1,1594,1594,1594,,2004-01-01 00:00:00-08,73.26,1,5643
5644,502,1,I-5 SB at mp 73.26 ML2,8,1,005es07326:_MS__S2,0,2,1594,1594,1594,,2004-01-01 00:00:00-08,73.26,2,5644
5645,501,1,I-5 NB at mp74.75 ML1,8,1,005es07475:_MN__S1,0,1,1595,1595,1595,,2004-01-01 00:00:00-08,74.75,1,5645
5646,501,1,I-5 NB at mp74.75 ML2,8,1,005es07475:_MN__S2,0,2,1595,1595,1595,,2004-01-01 00:00:00-08,74.75,2,5646
5647,502,1,I-5 SB at mp74.75 ML1,8,1,005es07475:_MS__S1,0,1,1596,1596,1596,,2004-01-01 00:00:00-08,74.75,1,5647
5648,502,1,I-5 SB at mp74.75 ML2,8,1,005es07475:_MS__S2,0,2,1596,1596,1596,,2004-01-01 00:00:00-08,74.75,2,5648
5530,501,1, I-5 NB at 13th ML1                  ,8,1,005es07654:_MN__S1,0,1,1989,1989,1989,,2004-01-01 00:00:00-08,76.54,1,5530
5531,501,1, I-5 NB at 13th ML2                  ,8,1,005es07654:_MN__S2,0,2,1989,1989,1989,,2004-01-01 00:00:00-08,76.54,2,5531
5532,502,1, I-5 SB at 13th ML1                  ,8,1,005es07654:_MS__S1,0,1,1990,1990,1990,,2004-01-01 00:00:00-08,76.54,1,5532
5533,502,1, I-5 SB at 13th ML2                  ,8,1,005es07654:_MS__S2,0,2,1990,1990,1990,,2004-01-01 00:00:00-08,76.54,2,5533
5653,50,1,SR14 EB at mp2.4 ML1,8,1,014es00240:_ME__S1,0,1,1599,1599,1599,,2004-01-01 00:00:00-08,2.4,1,5653
5654,50,1,SR14 EB at mp2.4 ML2,8,1,014es00240:_ME__S2,0,2,1599,1599,1599,,2004-01-01 00:00:00-08,2.4,2,5654
5655,51,1,SR14 WB at mp2.4 ML1,8,1,014es00240:_MW__S1,0,1,1600,1600,1600,,2004-01-01 00:00:00-08,2.4,1,5655
5656,51,1,SR14 WB at mp2.4 ML2,8,1,014es00240:_MW__S2,0,2,1600,1600,1600,,2004-01-01 00:00:00-08,2.4,2,5656
5657,50,1,SR 14 EB at mp3.05 ML1,8,1,014es00305:_ME__S1,0,1,1601,1601,1601,,2004-01-01 00:00:00-08,3.05,1,5657
5658,50,1,SR 14 EB at mp3.05 ML2,8,1,014es00305:_ME__S2,0,2,1601,1601,1601,,2004-01-01 00:00:00-08,3.05,2,5658
5659,51,1,SR14 WB at mp3.05 ML1,8,1,014es00305:_MW__S1,0,1,1602,1602,1602,,2004-01-01 00:00:00-08,3.05,1,5659
5660,51,1,SR14 WB at mp3.05 ML2,8,1,014es00305:_MW__S2,0,2,1602,1602,1602,,2004-01-01 00:00:00-08,3.05,2,5660
5065,50,1, SR14 EB at Lieser Rd ML1            ,8,1,014es00432:_ME___1,0,1,1527,1527,1527,,2004-01-01 00:00:00-08,4.32,1,5065
5066,50,1, SR14 EB at Lieser Rd ML2            ,8,1,014es00432:_ME___2,0,2,1527,1527,1527,,2004-01-01 00:00:00-08,4.32,2,5066
5064,51,1, SR14 WB at Lieser Rd ML1            ,8,1,014es00432:_MW___1,0,1,1526,1526,1526,,2004-01-01 00:00:00-08,4.32,1,5064
5063,51,1, SR14 WB at Lieser Rd ML2            ,8,1,014es00432:_MW___2,0,2,1526,1526,1526,,2004-01-01 00:00:00-08,4.32,2,5063
5069,50,1, SR14 EB at Ellsworth ML1            ,8,1,014es00559:_ME___1,0,1,1529,1529,1529,,2004-01-01 00:00:00-08,5.59,1,5069
5070,50,1, SR14 EB at Ellsworth ML2            ,8,1,014es00559:_ME___2,0,2,1529,1529,1529,,2004-01-01 00:00:00-08,5.59,2,5070
5068,51,1, SR14 WB at Ellsworth ML1            ,8,1,014es00559:_MW___1,0,1,1528,1528,1528,,2004-01-01 00:00:00-08,5.59,1,5068
5067,51,1, SR14 WB at Ellsworth ML2            ,8,1,014es00559:_MW___2,0,2,1528,1528,1528,,2004-01-01 00:00:00-08,5.59,2,5067
5661,50,1,SR14 EB at mp7.72 ML1,8,1,014es00772:_ME__S1,0,1,1603,1603,1603,,2004-01-01 00:00:00-08,7.72,1,5661
5662,50,1,SR14 EB at mp7.72 ML2,8,1,014es00772:_ME__S2,0,2,1603,1603,1603,,2004-01-01 00:00:00-08,7.72,2,5662
5663,51,1,SR14 WB at mp7.72 ML1,8,1,014es00772:_MW__S1,0,1,1604,1604,1604,,2004-01-01 00:00:00-08,7.72,1,5663
5664,51,1,SR14 WB at mp7.72 ML2,8,1,014es00772:_MW__S2,0,2,1604,1604,1604,,2004-01-01 00:00:00-08,7.72,2,5664
5665,50,1,SR14 EB at mp8.52 ML1,8,1,014es00852:_ME__S1,0,1,1605,1605,1605,,2004-01-01 00:00:00-08,8.52,1,5665
5666,50,1,SR14 EB at mp8.52 ML2,8,1,014es00852:_ME__S2,0,2,1605,1605,1605,,2004-01-01 00:00:00-08,8.52,2,5666
5667,51,1,SR14 WB at mp8.52 ML1,8,1,014es00852:_MW__S1,0,1,1606,1606,1606,,2004-01-01 00:00:00-08,8.52,1,5667
5668,51,1,SR14 WB at mp8.52 ML2,8,1,014es00852:_MW__S2,0,2,1606,1606,1606,,2004-01-01 00:00:00-08,8.52,2,5668
5671,54,1,I-205 NB at mp27.26 ML1,8,1,205es02726:_MN___1,0,1,1608,1608,1608,,2004-01-01 00:00:00-08,27.26,1,5671
5672,54,1,I-205 NB at mp27.26 ML2,8,1,205es02726:_MN___2,0,2,1608,1608,1608,,2004-01-01 00:00:00-08,27.26,2,5672
5673,54,1,I-205 NB at mp27.26 ML3,8,1,205es02726:_MN___3,0,3,1608,1608,1608,,2004-01-01 00:00:00-08,27.26,3,5673
5674,54,1,I-205 NB at mp27.26 ML4,8,1,205es02726:_MN___4,0,4,1608,1608,1608,,2004-01-01 00:00:00-08,27.26,4,5674
5675,55,1,I-205 SB at mp27.26 ML1,8,1,205es02726:_MS___1,0,1,1609,1609,1609,,2004-01-01 00:00:00-08,27.26,1,5675
5676,55,1,I-205 SB at mp27.26 ML2,8,1,205es02726:_MS___2,0,2,1609,1609,1609,,2004-01-01 00:00:00-08,27.26,2,5676
5677,55,1,I-205 SB at mp27.26 ML3,8,1,205es02726:_MS___3,0,3,1609,1609,1609,,2004-01-01 00:00:00-08,27.26,3,5677
5678,54,1,I-205 NB at mp27.8 ML1,8,1,205es02780:_MN___1,0,1,1610,1610,1610,,2004-01-01 00:00:00-08,27.8,1,5678
5679,54,1,I-205 NB at mp27.8 ML2,8,1,205es02780:_MN___2,0,2,1610,1610,1610,,2004-01-01 00:00:00-08,27.8,2,5679
5680,54,1,I-205 NB at mp27.8 ML3,8,1,205es02780:_MN___3,0,3,1610,1610,1610,,2004-01-01 00:00:00-08,27.8,3,5680
5681,54,1,I-205 NB at mp27.8 ML4,8,1,205es02780:_MN___4,0,4,1610,1610,1610,,2004-01-01 00:00:00-08,27.8,4,5681
5077,55,1, I-205 SB at 10th ML1                ,8,1,205es02780:_MS___1,0,1,1533,1533,1533,,2004-01-01 00:00:00-08,27.8,1,5077
5076,55,1, I-205 SB at 10th ML2                ,8,1,205es02780:_MS___2,0,2,1533,1533,1533,,2004-01-01 00:00:00-08,27.8,2,5076
5075,55,1, I-205 SB at 10th ML3                ,8,1,205es02780:_MS___3,0,3,1533,1533,1533,,2004-01-01 00:00:00-08,27.8,3,5075
5682,55,1,I-205 SB at 10th ML4,8,1,205es02780:_MS___4,0,4,1533,1533,1533,,2004-01-01 00:00:00-08,27.8,4,5682
5720,501,1,I-5 NB at Evergreen Blvd,8,1,005es00088:_MN__S3,0,3,1503,1503,1503,,2004-01-01 00:00:00-08,0.88,3,5720
5721,502,1,I-5 SB at Evergreen Blvd,8,1,005es00088:_MS__S3,0,3,1504,1504,1504,,2004-01-01 00:00:00-08,0.88,3,5721
5728,501,1,I-5 NB at 199th,8,1,005es01080:_MN___1,0,1,1623,1623,1623,,2004-01-01 00:00:00-08,10.8,1,5728
5729,501,1,I-5 NB at 199th,8,1,005es01080:_MN___2,0,2,1623,1623,1623,,2004-01-01 00:00:00-08,10.8,2,5729
5730,501,1,I-5 NB at 199th,8,1,005es01080:_MN___3,0,3,1623,1623,1623,,2004-01-01 00:00:00-08,10.8,3,5730
5731,502,1,I-5 SB at 199th,8,1,005es01081:_MS___1,0,1,1624,1624,1624,,2004-01-01 00:00:00-08,10.81,1,5731
5732,502,1,I-5 SB at 199th,8,1,005es01081:_MS___2,0,2,1624,1624,1624,,2004-01-01 00:00:00-08,10.81,2,5732
5733,502,1,I-5 SB at 199th,8,1,005es01081:_MS___3,0,3,1624,1624,1624,,2004-01-01 00:00:00-08,10.81,3,5733
5734,501,1,I-5 NB at Carty Rd.,8,1,005es01248:_MN___1,0,1,1625,1625,1625,,2004-01-01 00:00:00-08,12.48,1,5734
5735,501,1,I-5 NB at Carty Rd.,8,1,005es01248:_MN___2,0,2,1625,1625,1625,,2004-01-01 00:00:00-08,12.48,2,5735
5736,501,1,I-5 NB at Carty Rd.,8,1,005es01248:_MN___3,0,3,1625,1625,1625,,2004-01-01 00:00:00-08,12.48,3,5736
5737,502,1,I-5 SB at Carty Rd.,8,1,005es01249:_MS___1,0,1,1626,1626,1626,,2004-01-01 00:00:00-08,12.49,1,5737
5738,502,1,I-5 SB at Carty Rd.,8,1,005es01249:_MS___2,0,2,1626,1626,1626,,2004-01-01 00:00:00-08,12.49,2,5738
5739,502,1,I-5 SB at Carty Rd.,8,1,005es01249:_MS___3,0,3,1626,1626,1626,,2004-01-01 00:00:00-08,12.49,3,5739
5722,501,1,I-5 NB at SR502,8,1,005es01167:_MN__S3,0,3,1570,1570,1570,,2004-01-01 00:00:00-08,11.67,3,5722
5723,502,1,I-5 SB at SR502,8,1,005es01175:_MS__S3,0,3,1588,1588,1588,,2004-01-01 00:00:00-08,11.75,3,5723
5743,501,1,35th St,8,1,005es00210:_MN__S2,0,2,1627,1627,1627,,2004-01-01 00:00:00-08,2.1,2,5743
5744,501,1,35th St,8,1,005es00210:_MN__S3,0,3,1627,1627,1627,,2004-01-01 00:00:00-08,2.1,3,5744
5750,502,1,35th St,8,1,005es00210:_MS__S1,0,1,1628,1628,1628,,2004-01-01 00:00:00-08,2.1,1,5750
5751,502,1,35th St,8,1,005es00210:_MS__S2,0,2,1628,1628,1628,,2004-01-01 00:00:00-08,2.1,2,5751
5752,502,1,35th St,8,1,005es00210:_MS__S3,0,3,1628,1628,1628,,2004-01-01 00:00:00-08,2.1,3,5752
5756,50,1,Pearson,8,1,014es00058:_ME___1,0,1,1629,1629,1629,,2004-01-01 00:00:00-08,0.58,1,5756
5757,50,1,Pearson,8,1,014es00058:_ME___2,0,2,1629,1629,1629,,2004-01-01 00:00:00-08,0.58,2,5757
5758,51,1,Pearson,8,1,014es00058:_MW___1,0,1,1630,1630,1630,,2004-01-01 00:00:00-08,0.58,1,5758
5759,51,1,Pearson,8,1,014es00058:_MW___2,0,2,1630,1630,1630,,2004-01-01 00:00:00-08,0.58,2,5759
5760,50,1,I-205 E,8,1,014es00630:_ME___1,0,1,1631,1631,1631,,2004-01-01 00:00:00-08,6.3,1,5760
5761,50,1,I-205 E,8,1,014es00630:_ME___2,0,2,1631,1631,1631,,2004-01-01 00:00:00-08,6.3,2,5761
5762,51,1,I-205 E,8,1,014es00630:_MW___1,0,1,1632,1632,1632,,2004-01-01 00:00:00-08,6.3,1,5762
5763,51,1,I-205 E,8,1,014es00630:_MW___2,0,2,1632,1632,1632,,2004-01-01 00:00:00-08,6.3,2,5763
5764,50,1,6th Ave,8,1,014es01239:_ME___1,0,1,1633,1633,1633,,2004-01-01 00:00:00-08,12.39,1,5764
