detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
1940,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML3,0,3,1099,1099,1099,2014-12-02 16:20:00-08,2004-01-01 00:00:00-08,13.38,3,1940
1736,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML1,0,1,1106,1106,1106,2014-12-02 16:22:20-08,2004-01-01 00:00:00-08,13.38,1,1736
1737,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML2,0,2,1106,1106,1106,2014-12-02 16:22:20-08,2004-01-01 00:00:00-08,13.38,2,1737
1738,4,1,ORE 224/82nd Ave SB,8,1,I205S13.38-ML3,0,3,1106,1106,1106,2014-12-02 16:22:20-08,2004-01-01 00:00:00-08,13.38,3,1738
1862,4,1,Sunnybrook SB,8,1,I205S14.32-ML1,0,1,1126,1126,1126,2014-12-01 16:09:40-08,2004-01-01 00:00:00-08,14.32,1,1862
1863,4,1,Sunnybrook SB,8,1,I205S14.32-ML2,0,2,1126,1126,1126,2014-12-01 16:09:40-08,2004-01-01 00:00:00-08,14.32,2,1863
1864,4,1,Sunnybrook SB,8,1,I205S14.32-ML3,0,3,1126,1126,1126,2014-12-01 16:09:40-08,2004-01-01 00:00:00-08,14.32,3,1864
1856,4,1,Sunnyside SB,8,1,I205S14.58-ML1,0,1,1125,1125,1125,2014-12-01 16:09:00-08,2004-01-01 00:00:00-08,14.58,1,1856
1857,4,1,Sunnyside SB,8,1,I205S14.58-ML2,0,2,1125,1125,1125,2014-12-01 16:09:00-08,2004-01-01 00:00:00-08,14.58,2,1857
1858,4,1,Sunnyside SB,8,1,I205S14.58-ML3,0,3,1125,1125,1125,2014-12-01 16:09:00-08,2004-01-01 00:00:00-08,14.58,3,1858
1730,4,1,Johnson Creek SB,8,1,I205S16.24-ML1,0,1,1098,1098,1098,2014-12-01 16:08:20-08,2004-01-01 00:00:00-08,16.24,1,1730
1731,4,1,Johnson Creek SB,8,1,I205S16.24-ML2,0,2,1098,1098,1098,2014-12-01 16:08:20-08,2004-01-01 00:00:00-08,16.24,2,1731
1732,4,1,Johnson Creek SB,8,1,I205S16.24-ML3,0,3,1098,1098,1098,2014-12-01 16:08:20-08,2004-01-01 00:00:00-08,16.24,3,1732
1417,4,1,Foster SB,8,1,I205S17.50-ML1,0,1,1054,1054,1054,2014-12-01 16:07:40-08,2004-01-01 00:00:00-08,17.5,1,1417
1418,4,1,Foster SB,8,1,I205S17.50-ML2,0,2,1054,1054,1054,2014-12-01 16:07:40-08,2004-01-01 00:00:00-08,17.5,2,1418
1419,4,1,Foster SB,8,1,I205S17.50-ML3,0,3,1054,1054,1054,2014-12-01 16:07:40-08,2004-01-01 00:00:00-08,17.5,3,1419
1409,4,1,Powell Blvd SB,8,1,I205S18.92-ML1,0,1,1053,1053,1053,2014-12-01 16:07:00-08,2004-01-01 00:00:00-08,18.92,1,1409
1410,4,1,Powell Blvd SB,8,1,I205S18.92-ML2,0,2,1053,1053,1053,2014-12-01 16:07:00-08,2004-01-01 00:00:00-08,18.92,2,1410
1411,4,1,Powell Blvd SB,8,1,I205S18.92-ML3,0,3,1053,1053,1053,2014-12-01 16:07:00-08,2004-01-01 00:00:00-08,18.92,3,1411
1401,4,1,Division SB,8,1,I205S19.25-ML1,0,1,1052,1052,1052,2014-12-01 16:06:20-08,2004-01-01 00:00:00-08,19.25,1,1401
1402,4,1,Division SB,8,1,I205S19.25-ML2,0,2,1052,1052,1052,2014-12-01 16:06:20-08,2004-01-01 00:00:00-08,19.25,2,1402
1403,4,1,Division SB,8,1,I205S19.25-ML3,0,3,1052,1052,1052,2014-12-01 16:06:20-08,2004-01-01 00:00:00-08,19.25,3,1403
1393,4,1,Stark/Washington SB,8,1,I205S20.34-ML1,0,1,1051,1051,1051,2014-12-01 16:05:00-08,2004-01-01 00:00:00-08,20.34,1,1393
1394,4,1,Stark/Washington SB,8,1,I205S20.34-ML2,0,2,1051,1051,1051,2014-12-01 16:05:00-08,2004-01-01 00:00:00-08,20.34,2,1394
1395,4,1,Stark/Washington SB,8,1,I205S20.34-ML3,0,3,1051,1051,1051,2014-12-01 16:05:00-08,2004-01-01 00:00:00-08,20.34,3,1395
1953,4,1,I-205 SB at Glisan,8,1,I205S21.12-ML1,0,1,1143,1143,1143,2014-12-03 06:23:20-08,2004-01-01 00:00:00-08,21.12,1,1953
1954,4,1,I-205 SB at Glisan,8,1,I205S21.12-ML2,0,2,1143,1143,1143,2014-12-03 06:23:20-08,2004-01-01 00:00:00-08,21.12,2,1954
1955,4,1,I-205 SB at Glisan,8,1,I205S21.12-ML3,0,3,1143,1143,1143,2014-12-03 06:23:20-08,2004-01-01 00:00:00-08,21.12,3,1955
1945,4,1,I-205 SB at Columbia,8,1,I205S23.41-ML1,0,1,1141,1141,1141,2014-12-02 16:25:20-08,2004-01-01 00:00:00-08,23.41,1,1945
1946,4,1,I-205 SB at Columbia,8,1,I205S23.41-ML2,0,2,1141,1141,1141,2014-12-02 16:25:20-08,2004-01-01 00:00:00-08,23.41,2,1946
1947,4,1,I-205 SB at Columbia,8,1,I205S23.41-ML3,0,3,1141,1141,1141,2014-12-02 16:25:20-08,2004-01-01 00:00:00-08,23.41,3,1947
1385,4,1,Airportway EB to SB,8,1,I205S24.66-ML1,0,1,1050,1050,1050,2014-12-03 09:52:00-08,2004-01-01 00:00:00-08,24.66,1,1385
1386,4,1,Airportway EB to SB,8,1,I205S24.66-ML2,0,2,1050,1050,1050,2014-12-03 09:52:00-08,2004-01-01 00:00:00-08,24.66,2,1386
1387,4,1,Airportway EB to SB,8,1,I205S24.66-ML3,0,3,1050,1050,1050,2014-12-03 09:52:00-08,2004-01-01 00:00:00-08,24.66,3,1387
1377,4,1,Airportway WB to SB,8,1,I205S24.77-ML1,0,1,1049,1049,1049,2014-12-03 09:47:40-08,2004-01-01 00:00:00-08,24.77,1,1377
1378,4,1,Airportway WB to SB,8,1,I205S24.77-ML2,0,2,1049,1049,1049,2014-12-03 09:47:40-08,2004-01-01 00:00:00-08,24.77,2,1378
1379,4,1,Airportway WB to SB,8,1,I205S24.77-ML3,0,3,1049,1049,1049,2014-12-03 09:47:40-08,2004-01-01 00:00:00-08,24.77,3,1379
3304,3,1,I-205 NB @ Prescott ML1,8,1,I-205 NB @ Prescott ML1,0,1,3106,3106,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,1,3304
3305,3,1,I-205 NB @ Prescott ML2,8,1,I-205 NB @ Prescott ML2,0,2,3106,3106,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,2,3305
3306,3,1,I-205 NB @ Prescott ML3,8,1,I-205 NB @ Prescott ML3,0,3,3106,3106,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,3,3306
3308,4,1,I-205 SB @ Prescott ML1,8,1,I-205 SB @ Prescott ML1,0,1,3107,3107,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,1,3308
3309,4,1,I-205 SB @ Prescott ML2,8,1,I-205 SB @ Prescott ML2,0,2,3107,3107,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,2,3309
3310,4,1,I-205 SB @ Prescott ML3,8,1,I-205 SB @ Prescott ML3,0,3,3107,3107,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,3,3310
3307,4,1,I-205 SB @ Prescott ML4,8,1,I-205 SB @ Prescott ML4,0,4,3107,3107,56,2014-12-04 15:15:00-08,2004-01-01 00:00:00-08,23.27,4,3307
3417,3,1,I-205 NB @ Halsey Street ML1,8,1,I-205 NB @ Halsey Street ML1,0,1,3164,3164,55,2014-12-02 15:52:00-08,2004-01-01 00:00:00-08,21.68,1,3417
3418,3,1,I-205 NB @ Halsey Street ML2,8,1,I-205 NB @ Halsey Street ML2,0,2,3164,3164,55,2014-12-03 09:27:00-08,2004-01-01 00:00:00-08,21.68,2,3418
3419,3,1,I-205 NB @ Halsey Street ML3,8,1,I-205 NB @ Halsey Street ML3,0,3,3164,3164,55,2014-12-03 09:27:00-08,2004-01-01 00:00:00-08,21.68,3,3419
3205,7,1,I-84 EB W. of Grand ML1,8,1,I-84 EB W. of Grand ML1,0,1,3125,3125,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,1,3205
3206,7,1,I-84 EB W. of Grand ML2,8,1,I-84 EB W. of Grand ML2,0,2,3125,3125,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,2,3206
3207,7,1,I-84 EB W. of Grand ML3,8,1,I-84 EB W. of Grand ML3,0,3,3125,3125,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,3,3207
3351,7,1,I-84 EB Holiday Ramp (Lloyd) ML1,8,1,I-84 EB Holiday Ramp (Lloyd) ML1,0,1,3127,3127,77,2014-11-18 13:04:40-08,2004-01-01 00:00:00-08,1.21,1,3351
3352,7,1,I-84 EB Holiday Ramp (Lloyd) ML2,8,1,I-84 EB Holiday Ramp (Lloyd) ML2,0,2,3127,3127,77,2014-11-18 13:04:40-08,2004-01-01 00:00:00-08,1.21,2,3352
3353,7,1,I-84 EB Holiday Ramp (Lloyd) ML3,8,1,I-84 EB Holiday Ramp (Lloyd) ML3,0,3,3127,3127,77,2014-11-18 13:04:40-08,2004-01-01 00:00:00-08,1.21,3,3353
3357,7,1,I-84 EB @ 28th ML1,8,1,I-84 EB @ 28th ML1,0,1,3129,3129,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,1,3357
3358,7,1,I-84 EB @ 28th ML2,8,1,I-84 EB @ 28th ML2,0,2,3129,3129,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,2,3358
3359,7,1,I-84 EB @ 28th ML3,8,1,I-84 EB @ 28th ML3,0,3,3129,3129,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,3,3359
3363,7,1,I-84 EB @ 53rd ML1,8,1,I-84 EB @ 53rd ML1,0,1,3130,3130,80,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,3.36,1,3363
3364,7,1,I-84 EB @ 53rd ML2,8,1,I-84 EB @ 53rd ML2,0,2,3130,3130,80,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,3.36,2,3364
3365,7,1,I-84 EB @ 53rd ML3,8,1,I-84 EB @ 53rd ML3,0,3,3130,3130,80,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,3.36,3,3365
3369,7,1,I-84 EB @ Halsey Ramp ML1,8,1,I-84 EB @ Halsey Ramp ML1,0,1,3131,3131,81,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,4.25,1,3369
3250,7,1,I-84 EB @ 238th ML2,8,1,I-84 EB @ 238th ML2,30,2,3151,3151,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,2,3250
3370,7,1,I-84 EB @ Halsey Ramp ML2,8,1,I-84 EB @ Halsey Ramp ML2,0,2,3131,3131,81,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,4.25,2,3370
3371,7,1,I-84 EB @ Halsey Ramp ML3,8,1,I-84 EB @ Halsey Ramp ML3,0,3,3131,3131,81,2014-11-18 10:12:20-08,2004-01-01 00:00:00-08,4.25,3,3371
3211,7,1,I-84 EB @ 82nd ML1,8,1,I-84 EB @ 82nd ML1,0,1,3133,3133,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,1,3211
3212,7,1,I-84 EB @ 82nd ML2,8,1,I-84 EB @ 82nd ML2,0,2,3133,3133,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,2,3212
3213,7,1,I-84 EB @ 82nd ML3,8,1,I-84 EB @ 82nd ML3,0,3,3133,3133,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,3,3213
3255,7,1,I-84 EB @ Halsey ML1,8,1,I-84 EB @ Halsey ML1,0,1,3135,3135,85,2014-12-02 15:52:00-08,2004-01-01 00:00:00-08,5.82,1,3255
3256,7,1,I-84 EB @ Halsey ML2,8,1,I-84 EB @ Halsey ML2,0,2,3135,3135,85,2014-12-02 15:52:00-08,2004-01-01 00:00:00-08,5.82,2,3256
3208,8,1,I-84 WB W. of Grand ML1,8,1,I-84 WB W. of Grand ML1,0,1,3126,3126,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,1,3208
3209,8,1,I-84 WB W. of Grand ML2,8,1,I-84 WB W. of Grand ML2,0,2,3126,3126,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,2,3209
3210,8,1,I-84 WB W. of Grand ML3,8,1,I-84 WB W. of Grand ML3,0,3,3126,3126,75,2014-11-18 09:59:40-08,2004-01-01 00:00:00-08,0.45,3,3210
3354,8,1,I-84 WB Holiday Ramp (Lloyd) ML1,8,1,I-84 WB Holiday Ramp (Lloyd) ML1,0,1,3128,3128,77,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.21,1,3354
3355,8,1,I-84 WB Holiday Ramp (Lloyd) ML2,8,1,I-84 WB Holiday Ramp (Lloyd) ML2,0,2,3128,3128,77,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.21,2,3355
3356,8,1,I-84 WB Holiday Ramp (Lloyd) ML3,8,1,I-84 WB Holiday Ramp (Lloyd) ML3,0,3,3128,3128,77,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.21,3,3356
3360,8,1,I-84 WB @ 28th ML1,8,1,I-84 WB @ 28th ML1,0,1,3175,3175,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,1,3360
3361,8,1,I-84 WB @ 28th ML2,8,1,I-84 WB @ 28th ML2,0,2,3175,3175,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,2,3361
3362,8,1,I-84 WB @ 28th ML3,8,1,I-84 WB @ 28th ML3,0,3,3175,3175,79,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,1.82,3,3362
3300,4,1,I-205 SB @ Halsey Street ML1,8,1,I-205 SB @ Halsey Street ML1,0,1,3105,3105,55,2014-12-02 15:52:20-08,2004-01-01 00:00:00-08,21.68,1,3300
3301,4,1,I-205 SB @ Halsey Street ML2,8,1,I-205 SB @ Halsey Street ML2,0,2,3105,3105,55,2014-12-02 15:52:20-08,2004-01-01 00:00:00-08,21.68,2,3301
3302,4,1,I-205 SB @ Halsey Street ML3,8,1,I-205 SB @ Halsey Street ML3,0,3,3105,3105,55,2014-12-02 15:52:20-08,2004-01-01 00:00:00-08,21.68,3,3302
3303,4,1,I-205 SB @ Halsey Street ML4,8,1,I-205 SB @ Halsey Street ML4,0,4,3105,3105,55,2014-12-02 15:52:20-08,2004-01-01 00:00:00-08,21.68,4,3303
3366,8,1,I-84 WB @ 53rd ML1,8,1,I-84 WB @ 53rd ML1,0,1,3176,3176,80,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,3.36,1,3366
3367,8,1,I-84 WB @ 53rd ML2,8,1,I-84 WB @ 53rd ML2,0,2,3176,3176,80,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,3.36,2,3367
3368,8,1,I-84 WB @ 53rd ML3,8,1,I-84 WB @ 53rd ML3,0,3,3176,3176,80,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,3.36,3,3368
3372,8,1,I-84 WB @ Halsey Ramp ML1,8,1,I-84 WB @ Halsey Ramp ML1,0,1,3132,3132,81,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,4.25,1,3372
3373,8,1,I-84 WB @ Halsey Ramp ML2,8,1,I-84 WB @ Halsey Ramp ML2,0,2,3132,3132,81,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,4.25,2,3373
3374,8,1,I-84 WB @ Halsey Ramp ML3,8,1,I-84 WB @ Halsey Ramp ML3,0,3,3132,3132,81,2014-11-18 13:14:00-08,2004-01-01 00:00:00-08,4.25,3,3374
3214,8,1,I-84 WB @ 82nd ML1,8,1,I-84 WB @ 82nd ML1,0,1,3134,3134,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,1,3214
3215,8,1,I-84 WB @ 82nd ML2,8,1,I-84 WB @ 82nd ML2,0,2,3134,3134,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,2,3215
3216,8,1,I-84 WB @ 82nd ML3,8,1,I-84 WB @ 82nd ML3,0,3,3134,3134,83,2014-11-18 10:00:40-08,2004-01-01 00:00:00-08,5.03,3,3216
3258,8,1,I-84 WB @ Halsey ML1,8,1,I-84 WB @ Halsey ML1,0,1,3136,3136,85,2014-12-02 15:52:00-08,2004-01-01 00:00:00-08,5.82,1,3258
3259,8,1,I-84 WB @ Halsey ML2,8,1,I-84 WB @ Halsey ML2,0,2,3136,3136,85,2014-12-02 15:52:00-08,2004-01-01 00:00:00-08,5.82,2,3259
3263,8,1,I-84 WB @ 102nd ML1,8,1,I-84 WB @ 102nd ML1,0,1,3138,3138,87,2014-11-24 09:27:20-08,2004-01-01 00:00:00-08,6.7,1,3263
3264,8,1,I-84 WB @ 102nd ML2,8,1,I-84WB @ 102nd ML2,0,2,3138,3138,87,2014-11-24 09:27:20-08,2004-01-01 00:00:00-08,6.7,2,3264
3435,8,1,I-84 WB @ 102nd ML3,8,1,I-84 WB @ 102nd ML3,0,3,3138,3138,87,2014-11-24 09:27:20-08,2004-01-01 00:00:00-08,6.7,3,3435
3230,7,1,I-84 EB @ 181st ML2,8,1,I-84 EB @ 181st ML2,30,2,3145,3145,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,2,3230
3231,7,1,I-84 EB @ 181st ML3,8,1,I-84 EB @ 181st ML3,30,3,3145,3145,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,3,3231
3232,8,1,I-84 WB @ 181st ML1,8,1,I-84 WB @ 181st ML1,30,1,3146,3146,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,1,3232
3233,8,1,I-84 WB @ 181st ML2,8,1,I-84 WB @ 181st ML2,30,2,3146,3146,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,2,3233
3234,8,1,I-84 WB @ 181st ML3,8,1,I-84 WB @ 181st ML3,30,3,3146,3146,95,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,13.04,3,3234
3236,7,1,I-84 EB @ 207th ML1,8,1,I-84 EB @ 207th ML1,30,1,3147,3147,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,1,3236
3237,7,1,I-84 EB @ 207th ML2,8,1,I-84 EB @ 207th ML2,30,2,3147,3147,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,2,3237
3238,7,1,I-84 EB @ 207th ML3,8,1,I-84 EB @ 207th ML3,30,3,3147,3147,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,3,3238
3239,8,1,I-84 WB @ 207th ML1,8,1,I-84 WB @ 207th ML1,30,1,3148,3148,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,1,3239
3240,8,1,I-84 WB @ 207th ML2,8,1,I-84 WB @ 207th ML2,30,2,3148,3148,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,2,3240
3241,8,1,I-84 WB @ 207th ML3,8,1,I-84 WB @ 207th ML3,30,3,3148,3148,97,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,14.4,3,3241
3243,7,1,I-84EB @ 223rd ML1,8,1,I-84 EB @ 223rd ML1,30,1,3149,3149,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,1,3243
3244,7,1,I-84 EB @ 223rd ML2,8,1,I-84 EB @ 223rd ML2,30,2,3149,3149,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,2,3244
3265,7,1,I-84 EB @ 122nd ML1,8,1,I-84 EB @ 122nd ML1,30,1,3139,3139,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,1,3265
3266,7,1,I-84 EB @ 122nd ML2,8,1,I-84 EB @ 122nd ML2,30,2,3139,3139,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,2,3266
3267,7,1,I-84 EB @ 122nd ML3,8,1,I-84 EB @ 122nd ML3,30,3,3139,3139,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,3,3267
3268,8,1,I-84 WB @ 122nd ML1,8,1,I-84 WB @ 122nd ML1,30,1,3140,3140,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,1,3268
3269,8,1,I-84 WB @ 122nd ML2,8,1,I-84 WB @ 122nd ML2,30,2,3140,3140,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,2,3269
3270,8,1,I-84 WB @ 122nd ML3,8,1,I-84 WB @ 122nd ML3,30,3,3140,3140,89,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,10.04,3,3270
3245,7,1,I-84 EB @ 223rd ML3,8,1,I-84 EB @ 223rd ML3,30,3,3149,3149,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,3,3245
3246,8,1,I-84 WB @ 223rd ML1,8,1,I-84 WB @ 223rd ML1,30,1,3150,3150,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,1,3246
3247,8,1,I-84 WB @ 223rd ML2,8,1,I-84 WB @ 223rd ML2,30,2,3150,3150,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,2,3247
1801,4,1,Stafford to I-205 SB,8,1,I205S2.86-ML2,30,2,1114,1114,1114,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,2.86,2,1801
1803,4,1,10th Street to I-205 SB,8,1,I205S6.09-ML1,30,1,1115,1115,1115,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,6.09,1,1803
1804,4,1,10th Street to I-205 SB,8,1,I205S6.09-ML2,30,2,1115,1115,1115,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,6.09,2,1804
1806,3,1,10th Street to I-205 NB,8,1,I205N6.88-ML1,30,1,1116,1116,1116,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,6.88,1,1806
1807,3,1,10th Street to I-205 NB,8,1,I205N6.88-ML2,30,2,1116,1116,1116,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,6.88,2,1807
3248,8,1,I-84 WB @ 223rd ML3,8,1,I-84 WB @ 223rd ML3,30,3,3150,3150,99,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.17,3,3248
3249,7,1,I-84 EB @ 238th ML1,8,1,I-84 EB @ 238th ML1,30,1,3151,3151,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,1,3249
3251,7,1,I-84 EB @ 238th ML3,8,1,I-84 EB @ 238th ML3,30,3,3151,3151,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,3,3251
3252,8,1,I-84 WB @ 238th ML1,8,1,I-84 WB @ 238th ML1,30,1,3152,3152,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,1,3252
3253,8,1,I-84 WB @ 238th ML2,8,1,I-84 WB @ 238th ML2,30,2,3152,3152,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,2,3253
3254,8,1,I-84 WB @ 238th ML3,8,1,I-84 WB @ 238th ML3,30,3,3152,3152,101,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,15.94,3,3254
1742,4,1,Clackamas Hwy SB,8,1,I205S12.67-ML1,30,1,1100,1100,1100,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.67,1,1742
1743,4,1,Clackamas Hwy SB,8,1,I205S12.67-ML2,30,2,1100,1100,1100,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.67,2,1743
1269,2,1,Lombard EB to SB,8,1,I5S305.40-ML3,0,3,1030,1030,1030,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.4,3,1269
1275,2,1,Portland Blvd SB,8,1,I5S304.85-ML1,0,1,1031,1031,1031,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,304.85,1,1275
1643,11,1,Cornell Rd EB,8,1,US26E65.90-ML1,2,1,1085,1085,1085,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,65.9,1,1643
1644,11,1,Cornell Rd EB,8,1,US26E65.90-ML2,0,2,1085,1085,1085,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,65.9,2,1644
1650,11,1,Murray Rd EB,8,1,US26E67.40-ML1,2,1,1086,1086,1086,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,67.4,1,1650
1651,11,1,Murray Rd EB,8,1,US26E67.40-ML2,2,2,1086,1086,1086,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,67.4,2,1651
1652,11,1,Murray Rd EB,8,1,US26E67.40-ML3,2,3,1086,1086,1086,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,67.4,3,1652
1657,11,1,Cedar Hills Blvd EB,8,1,US26E68.55-ML1,0,1,1087,1087,1087,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,68.55,1,1657
1658,11,1,Cedar Hills Blvd EB,8,1,US26E68.55-ML2,0,2,1087,1087,1087,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,68.55,2,1658
1981,11,1,185th Ave NB to EB,8,1,US26E64.34-ML3,2,3,1083,1083,1083,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,64.34,3,1981
3337,12,1,US 26 WB @ Cornelius Pass ML1,8,1,US 26 WB @ Cornelius Pass ML1,0,1,3159,3159,109,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,62.48,1,3337
3338,12,1,US 26 WB @ Cornelius Pass ML2,8,1,US 26 WB @ Cornelius Pass ML2,0,2,3159,3159,109,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,62.48,2,3338
1166,2,1,Wheeler SB,8,1,I5N302.17-ML1,0,1,1035,1035,1035,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,302.17,1,1166
1167,2,1,Wheeler SB,8,1,I5N302.17-ML2,0,2,1035,1035,1035,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,302.17,2,1167
1181,1,1,Going St NB,8,1,I5N303.88-ML2,0,2,1019,1019,1019,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,303.88,2,1181
1182,1,1,Going St NB,8,1,I5N303.88-ML3,2,3,1019,1019,1019,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,303.88,3,1182
1188,1,1,Alberta St NB,8,1,I5N304.40-ML2,0,2,1020,1020,1020,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,304.4,2,1188
1189,1,1,Alberta St NB,8,1,I5N304.40-ML3,0,3,1020,1020,1020,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,304.4,3,1189
1196,1,1,Portland Blvd NB,8,1,I5N305.12-ML2,0,2,1021,1021,1021,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.12,2,1196
1197,1,1,Portland Blvd NB,8,1,I5N305.12-ML3,0,3,1021,1021,1021,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,305.12,3,1197
1204,1,1,Denver Ave NB,8,1,I5N306.51-ML2,0,2,1022,1022,1022,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,306.51,2,1204
1205,1,1,Denver Ave NB,8,1,I5N306.51-ML3,2,3,1022,1022,1022,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,306.51,3,1205
1212,1,1,Delta Park NB,8,1,I5N306.51-ML2,0,2,1023,1023,1023,2015-06-02 15:05:00-07,2004-01-01 00:00:00-08,306.53,2,1212
