starttime,traveltime
7/6/2015 6:28 pm,590
7/6/2015 6:28 pm,491
7/6/2015 6:45 pm,615
7/6/2015 6:51 pm,466
7/6/2015 7:10 pm,542
7/6/2015 7:24 pm,483
7/6/2015 7:28 pm,485
7/6/2015 7:33 pm,1508
7/6/2015 7:36 pm,478
7/6/2015 7:39 pm,520
7/6/2015 7:50 pm,527
7/6/2015 7:52 pm,417
7/6/2015 7:59 pm,453
7/6/2015 8:00 pm,512
7/6/2015 8:04 pm,459
7/6/2015 8:06 pm,565
7/6/2015 8:15 pm,438
7/6/2015 9:10 pm,498
7/6/2015 9:13 pm,451
7/6/2015 9:35 pm,728
7/6/2015 9:45 pm,422
7/6/2015 10:20 pm,380
7/6/2015 10:23 pm,439
7/6/2015 10:50 pm,423
7/6/2015 11:09 pm,2237
7/7/2015 12:12 am,419
7/7/2015 12:13 am,480
7/7/2015 12:35 am,539
7/7/2015 2:15 am,396
7/7/2015 2:37 am,992
7/7/2015 2:45 am,319
7/7/2015 2:53 am,370
7/7/2015 3:02 am,369
7/7/2015 3:30 am,310
7/7/2015 5:23 am,378
7/7/2015 5:41 am,732
7/7/2015 6:30 am,475
7/7/2015 7:04 am,511
7/7/2015 7:10 am,519
7/7/2015 7:32 am,571
7/7/2015 7:33 am,546
7/7/2015 7:37 am,495
7/7/2015 8:11 am,530
7/7/2015 8:34 am,583
7/7/2015 8:34 am,1426
7/7/2015 8:36 am,497
7/7/2015 8:46 am,605
7/7/2015 8:59 am,574
7/7/2015 9:03 am,576
7/7/2015 9:08 am,638
7/7/2015 9:18 am,561
7/7/2015 9:35 am,692
7/7/2015 10:03 am,426
7/7/2015 10:14 am,541
7/7/2015 10:27 am,906
7/7/2015 10:33 am,666
7/7/2015 10:41 am,507
7/7/2015 10:43 am,588
7/7/2015 10:48 am,540
7/7/2015 11:01 am,622
7/7/2015 11:01 am,566
7/7/2015 11:12 am,1066
7/7/2015 11:27 am,656
7/7/2015 11:45 am,535
7/7/2015 11:46 am,493
7/7/2015 11:47 am,601
7/7/2015 12:06 pm,523
7/7/2015 12:06 pm,514
7/7/2015 12:09 pm,581
7/7/2015 12:12 pm,589
7/7/2015 12:24 pm,720
7/7/2015 12:28 pm,639
7/7/2015 12:28 pm,642
7/7/2015 12:31 pm,554
7/7/2015 12:49 pm,617
7/7/2015 1:06 pm,1270
7/7/2015 1:07 pm,905
7/7/2015 1:20 pm,583
7/7/2015 1:24 pm,617
7/7/2015 1:25 pm,822
7/7/2015 1:46 pm,642
7/7/2015 1:48 pm,611
7/7/2015 1:48 pm,561
7/7/2015 2:00 pm,538
7/7/2015 2:10 pm,612
7/7/2015 2:19 pm,544
7/7/2015 2:23 pm,584
7/7/2015 2:27 pm,575
7/7/2015 2:38 pm,584
7/7/2015 2:39 pm,629
7/7/2015 2:41 pm,644
7/7/2015 2:44 pm,572
7/7/2015 2:45 pm,508
7/7/2015 2:59 pm,669
7/7/2015 3:01 pm,828
7/7/2015 3:02 pm,787
7/7/2015 3:07 pm,820
7/7/2015 3:07 pm,793
7/7/2015 3:08 pm,2015
7/7/2015 3:12 pm,793
7/7/2015 3:13 pm,684
7/7/2015 3:16 pm,728
7/7/2015 3:16 pm,728
7/7/2015 3:19 pm,738
7/7/2015 3:19 pm,745
7/7/2015 3:22 pm,744
7/7/2015 3:24 pm,755
7/7/2015 3:24 pm,756
7/7/2015 3:25 pm,702
7/7/2015 3:27 pm,764
7/7/2015 3:27 pm,816
7/7/2015 3:38 pm,837
7/7/2015 3:41 pm,861
7/7/2015 3:42 pm,807
7/7/2015 4:00 pm,786
7/7/2015 4:03 pm,778
